director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
olivier megaton,liam neeson,luke grimes,d.b. sweeney,action|crime|thriller,taken 2
david zucker,regina hall,pamela anderson,jenny mccarthy,comedy,scary movie 3
donald petrie,candice bergen,wendy raquel robinson,heather burns,action|comedy|crime|romance,miss congeniality
eric brevig,josh hutcherson,brendan fraser,anita briem,action|adventure|family|fantasy|sci-fi,journey to the center of the earth
garry marshall,anne hathaway,raven-symoné,hector elizondo,comedy|family|romance,the princess diaries 2: royal engagement
alan j. pakula,denzel washington,julia roberts,tony goldwyn,crime|drama|mystery|thriller,the pelican brief
joel schumacher,bradley whitford,anthony lapaglia,brad renfro,crime|drama|mystery|thriller,the client
rob reiner,morgan freeman,noel gugliemi,sean hayes,adventure|comedy|drama,the bucket list
phillip noyce,harrison ford,polly walker,patrick bergin,action|thriller,patriot games
robert luketic,adam scott,jane fonda,elaine stritch,comedy|romance,monster-in-law
denis villeneuve,hugh jackman,jake gyllenhaal,dylan minnette,crime|drama|mystery|thriller,prisoners
antoine fuqua,denzel washington,snoop dogg,tom berenger,crime|drama|thriller,training day
dean parisot,alan rickman,enrico colantoni,robin sachs,adventure|comedy|sci-fi,galaxy quest
keenen ivory wayans,natasha lyonne,veronica cartwright,andy richter,comedy,scary movie 2
james bobin,bill cobbs,eric jacobson,steve whitmire,adventure|comedy|family|musical,the muppets
stephen norrington,sanaa lathan,traci lords,udo kier,action|horror,blade
thomas carter,channing tatum,rick gonzalez,robert ri'chard,drama|sport,coach carter
roger michell,sydney pollack,matt malloy,bruce altman,drama|thriller,changing lanes
luis llosa,frank welker,eric stoltz,kari wuhrer,action|adventure|horror|thriller,anaconda
david mcnally,adam garcia,tyra banks,izabella miko,comedy|drama|music|romance,coyote ugly
richard curtis,colin firth,liam neeson,kris marshall,comedy|drama|romance,love actually
john lasseter,kevin spacey,madeline kahn,john ratzenberger,adventure|animation|comedy|family|fantasy,a bug's life
albert hughes,johnny depp,jason flemyng,ian richardson,horror|mystery|thriller,from hell
luis llosa,sylvester stallone,rod steiger,emilio estefan jr.,action|crime|drama|romance|thriller,the specialist
ron shelton,don johnson,cheech marin,rene russo,comedy|drama|romance|sport,tin cup
melville shavelson,lucille ball,tom bosley,tim matheson,comedy|family,"yours, mine and ours"
jesse dylan,josh hutcherson,will ferrell,robert duvall,comedy|family|romance|sport,kicking & screaming
garth jennings,zooey deschanel,kelly macdonald,thomas lennon,adventure|comedy|sci-fi,the hitchhiker's guide to the galaxy
joel zwick,dania ramirez,nick zano,alice greczyn,comedy|family|fantasy|romance,fat albert
russell mulcahy,milla jovovich,mike epps,james tumminia,action|horror|sci-fi|thriller,resident evil: extinction
frank coraci,bella thorne,adam sandler,joel mchale,comedy|romance,blended
wayne wang,ll cool j,alicia witt,timothy hutton,adventure|comedy|drama,last holiday
curtis hanson,meryl streep,glenn morshower,william lucking,action|adventure|crime|thriller,the river wild
frank oz,steve coogan,vincent kartheiser,david keith,drama|family|fantasy,the indian in the cupboard
oliver stone,demián bichir,shea whigham,gary stretch,crime|drama|thriller,savages
david r. ellis,richard burgi,valerie cruz,will beinbrink,action|crime|thriller,cellular
peter howitt,kevin mcnally,natalie imbruglia,ben miller,action|adventure|comedy,johnny english
john a. davis,nicolas cage,meryl streep,julia roberts,adventure|animation|comedy|family|fantasy,the ant bully
david lynch,virginia madsen,jürgen prochnow,josé ferrer,action|adventure|sci-fi,dune
julie taymor,jim sturgess,t.v. carpio,robert clohessy,drama|fantasy|musical|romance,across the universe
sam mendes,leonardo dicaprio,kate winslet,joe komara,drama|romance,revolutionary road
richard donner,bruce willis,david zayas,sasha roiz,action|crime|drama|thriller,16 blocks
mathieu kassovitz,vin diesel,charlotte rampling,david belle,action|adventure|sci-fi|thriller,babylon a.d.
john gray,alexa penavega,bob gunton,keenen ivory wayans,action|comedy|crime|drama|thriller,the glimmer man
harold ramis,john de lancie,brian doyle-murray,obba babatundé,comedy|romance|sci-fi,multiplicity
john schultz,malese jow,carter jenkins,tim meadows,adventure|comedy|family|fantasy|sci-fi,aliens in the attic
sean penn,costas mandylor,adrien dorval,nels lennarson,crime|drama|mystery|thriller,the pledge
susan stroman,jon lovitz,will ferrell,matthew broderick,comedy|musical,the producers
pete travis,wood harris,jason cope,rakie ayola,action|sci-fi,dredd
simon wincer,cary-hiroyuki tagawa,treat williams,kristy swanson,action|adventure|comedy|fantasy,the phantom
billy bob thornton,matt damon,henry thomas,sam shepard,drama|romance|western,all the pretty horses
oliver stone,anthony hopkins,bob hoskins,joan allen,biography|drama|history,nixon
roman polanski,jim belushi,olivia williams,timothy hutton,mystery|thriller,the ghost writer
stephen sommers,djimon hounsou,jason flemyng,wes studi,action|adventure|horror|sci-fi,deep rising
spike lee,joseph gordon-levitt,omari hardwick,laz alonso,action|crime|drama|thriller|war,miracle at st. anna
yimou zhang,li gong,ye liu,man li,drama|romance,curse of the golden flower
danny pang,nicolas cage,charlie yeung,james with,action|crime|thriller,bangkok dangerous
barry sonnenfeld,zooey deschanel,janeane garofalo,omar epps,comedy|crime|thriller,big trouble
mike newell,marcela mar,giovanna mezzogiorno,unax ugalde,drama|romance,love in the time of cholera
unknown,pierre perrier,clotilde hesme,céline sallette,drama|fantasy|horror|mystery,the returned
george p. cosmatos,sam waterston,ben gazzara,nicholas turturro,action|thriller,shadow conspiracy
oliver parker,daniel kaluuya,tim mcinnerny,togo igawa,action|adventure|comedy|crime,johnny english reborn
lawrence kasanoff,jerry stiller,larry miller,harvey fierstein,action|animation|comedy|family|fantasy,foodfight!
ben affleck,clea duvall,scoot mcnairy,tate donovan,biography|drama|history|thriller,argo
andrew davis,harrison ford,daniel roebuck,sela ward,action|adventure|crime|drama|mystery|thriller,the fugitive
andy tennant,gerard butler,dorian missick,peter greene,action|comedy|romance,the bounty hunter
barry levinson,robert de niro,brad pitt,minnie driver,crime|drama|thriller,sleepers
george p. cosmatos,sylvester stallone,julia nickson,martin kove,action|adventure|thriller|war,rambo: first blood part ii
brian gibson,joseph gordon-levitt,demi moore,anne heche,drama|thriller,the juror
norman ferguson,mel blanc,dickie jones,cliff edwards,animation|family|fantasy|musical,pinocchio
michael cimino,jeff bridges,sam waterston,isabelle huppert,adventure|drama|western,heaven's gate
len wiseman,sophia myles,tony curran,derek jacobi,action|adventure|fantasy|sci-fi|thriller,underworld: evolution
paul mcguigan,daniel radcliffe,spencer wilding,daniel mays,drama|horror|sci-fi|thriller,victor frankenstein
gus van sant,f. murray abraham,rob brown,michael nouri,drama,finding forrester
betty thomas,steve buscemi,viggo mortensen,elizabeth perkins,comedy|drama,28 days
louis leterrier,morgan freeman,jet li,bob hoskins,action|crime|drama|thriller,unleashed
roger kumble,judith chapman,lillian adams,chelsea bond,comedy|romance,the sweetest thing
sydney pollack,tom cruise,holly hunter,wilford brimley,drama|mystery|thriller,the firm
burr steers,augustus prew,charlie tahan,valerie tian,drama|fantasy|romance,charlie st. cloud
simon west,jason statham,tony goldwyn,mini anden,action|crime|thriller,the mechanic
phil lord,channing tatum,dax flame,rob riggle,action|comedy|crime,21 jump street
roger michell,julia roberts,clarke peters,dylan moran,comedy|drama|romance,notting hill
peter lord,imelda staunton,miranda richardson,julia sawalha,adventure|animation|comedy|drama|family,chicken run
john hamburg,philip seymour hoffman,masi oka,debra messing,comedy|romance,along came polly
reginald hudlin,john witherspoon,eartha kitt,geoffrey holder,comedy|drama|romance,boomerang
paul feig,michael rapaport,william xifaras,demián bichir,action|comedy|crime,the heat
joseph l. mankiewicz,martin landau,richard burton,roddy mcdowall,biography|drama|history|romance,cleopatra
frank coraci,salma hayek,reggie lee,charice,action|comedy|sport,here comes the boom
carl franklin,morgan freeman,adam scott,bruce davison,crime|drama|mystery|thriller,high crimes
barbra streisand,jeff bridges,austin pendleton,mimi rogers,comedy|drama|romance,the mirror has two faces
mark pellington,debra messing,will patton,david eigenberg,drama|horror|mystery|thriller,the mothman prophecies
larry charles,bono,elton john,slash,comedy,brüno
john glen,robert davi,talisa soto,anthony zerbe,action|adventure|thriller,licence to kill
catherine hardwicke,gary oldman,billy burke,virginia madsen,fantasy|horror|mystery|thriller,red riding hood
john herzfeld,robert de niro,charlize theron,kelsey grammer,action|crime|drama|thriller,15 minutes
annabel jankel,bob hoskins,fisher stevens,fiona shaw,adventure|comedy|family|fantasy|sci-fi,super mario bros.
andrew niccol,nicolas cage,jeremy crutchley,jared burke,crime|drama|thriller,lord of war
yimou zhang,jet li,tony chiu wai leung,maggie cheung,action|adventure|history,hero
julie anne robinson,fisher stevens,debbie reynolds,patrick fischler,action|comedy|crime|romance|thriller,one for the money
evan goldberg,james franco,randall park,anders holm,comedy,the interview
sngmoo lee,tony cox,dong-gun jang,jed brophy,action|fantasy|western,the warrior's way
unknown,tim conway,gavin macleod,bob hastings,comedy|war,mchale's navy
jean-pierre jeunet,omar sy,dany boon,andré dussollier,action|comedy|crime,micmacs
curtis hanson,mekhi phifer,omar benson miller,evan jones,drama|music,8 mile
jamel debbouze,jamel debbouze,youssef hajdi,mélissa theuriau,adventure|animation|comedy|family,animal kingdom: let's go ape
brian helgeland,heath ledger,rufus sewell,bérénice bejo,action|adventure|romance,a knight's tale
gordon chan,julian sands,lee evans,anthony chau-sang wong,action|comedy|fantasy,the medallion
m. night shyamalan,bruce willis,haley joel osment,olivia williams,drama|mystery|thriller,the sixth sense
asger leth,robert clohessy,mandy gonzalez,j. smith-cameron,action|crime|thriller,man on a ledge
david frankel,joel mchale,kevin pollak,jobeth williams,comedy,the big year
john g. avildsen,martin kove,william zabka,william bassett,action|drama|family|sport,the karate kid
david o. russell,jennifer lawrence,christian bale,bradley cooper,crime|drama,american hustle
anne fletcher,ryan reynolds,denis o'hare,craig t. nelson,comedy|drama|romance,the proposal
bruce beresford,bruce greenwood,annabeth gish,bruce campbell,crime|mystery|thriller,double jeopardy
robert zemeckis,lea thompson,jeffrey weissman,thomas f. wilson,adventure|comedy|sci-fi,back to the future part ii
luc besson,scarlett johansson,morgan freeman,amr waked,action|sci-fi|thriller,lucy
sam taylor-johnson,jennifer ehle,luke grimes,callum rennie,drama|romance,fifty shades of grey
robert rodriguez,sylvester stallone,salma hayek,alexa penavega,action|adventure|comedy|family|sci-fi,spy kids 3-d: game over
joel schumacher,kevin spacey,matthew mcconaughey,oliver platt,crime|drama|thriller,a time to kill
shawn levy,tom welling,alyson stoner,bonnie hunt,comedy|family,cheaper by the dozen
peter berg,jerry ferrara,scott elrod,dan bilzerian,action|biography|drama|thriller|war,lone survivor
penny marshall,tom hanks,lori petty,rosie o'donnell,comedy|drama|sport,a league of their own
james wan,javier botet,frances o'connor,robin atkin downes,horror|mystery|thriller,the conjuring 2
david fincher,andrew garfield,dustin fitzsimons,marcella lentz-pope,biography|drama,the social network
ken kwapis,carmen perez,sabrina revelle,sachiko ishida,comedy|drama|romance,he's just not that into you
david zucker,beau mirchoff,carmen electra,regina hall,comedy,scary movie 4
wes craven,kelly rutherford,roger jackson,nancy o'dell,horror|mystery,scream 3
robert zemeckis,lea thompson,jeffrey weissman,thomas f. wilson,adventure|comedy|sci-fi|western,back to the future part iii
etan cohen,will ferrell,alison brie,craig t. nelson,comedy|crime,get hard
francis ford coppola,keanu reeves,anthony hopkins,gary oldman,fantasy|horror|romance,bram stoker's dracula
nora ephron,meryl streep,mary lynn rajskub,vanessa ferlito,biography|drama|romance,julie & julia
brian helgeland,harrison ford,christopher meloni,nicole beharie,biography|drama|sport,42
anthony minghella,philip seymour hoffman,matt damon,jack davenport,crime|drama|thriller,the talented mr. ripley
bobby farrelly,bill murray,kathleen turner,rob riggle,comedy,dumb and dumber to
frank marshall,paul walker,bruce greenwood,wendy crewson,adventure|drama|family,eight below
nancy meyers,robert de niro,anne hathaway,rene russo,comedy|drama,the intern
tim story,olivia munn,nadine velazquez,bruce mcgill,action|comedy,ride along 2
michael mann,wes studi,terry kinney,eric schweig,action|adventure|drama|romance|war,the last of the mohicans
taylor hackford,bokeem woodbine,curtis armstrong,harry lennix,biography|drama|music,ray
frank miller,rosario dawson,powers boothe,jason douglas,crime|thriller,sin city
pete travis,dennis quaid,edgar ramírez,william hurt,crime|drama|mystery|thriller,vantage point
john hamburg,j.k. simmons,jon favreau,jane curtin,comedy|romance,"i love you, man"
bobby farrelly,jason alexander,bruce mcgill,susan ward,comedy|drama|fantasy|romance,shallow hal
oliver stone,sally kirkland,jay o. sanders,cheryl penland,drama|history|thriller,jfk
john whitesell,chloë grace moretz,nia long,marisol nichols,comedy|crime,big momma's house 2
gore verbinski,j.k. simmons,brad pitt,julia roberts,adventure|comedy|crime|romance,the mexican
angelina jolie pitt,finn wittrock,jack o'connell,alex russell,biography|drama|sport|war,unbroken
burr steers,matthew perry,hunter parrish,thomas lennon,comedy|drama|family|fantasy|romance,17 again
nick cassavetes,don johnson,kate upton,david thornton,comedy|romance,the other woman
david r. ellis,krista allen,andrew fiscella,shantel vansanten,horror,the final destination
steven spielberg,tom hanks,mark rylance,amy ryan,drama|history|thriller,bridge of spies
john moore,joaquim de almeida,david keith,sam jaeger,action|drama|thriller|war,behind enemy lines
nicholas stoller,pink,mario lopez,lino facioli,comedy|music,get him to the greek
